run_id,timestamp,tier,model,label,endpoint,topology,parallelism,context,batch,spec_decode,workload,metric,value,unit,notes
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,provenance,verified_flat,structured=1,,
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,provenance,methodology,v6.8.3-full-uncapped,,
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,provenance,run_valid,PASS,,
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,provenance,error_rate,0.0,percent,
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,provenance,repeats,2,count,
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,provenance,pass_at_1,90.8,percent,
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,provenance,pass_at_k,82.9,percent,
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,provenance,reliability_gap,7.9,percent,
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,provenance,score_stddev,0.28,frac,
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,provenance,mean_scenario_stddev,0.044,frac,
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,overall,truescore,82.4,score0-100,thinking=off
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,overall,capability_score,81.3,score0-100,thinking=off
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,overall,operational_score,83.6,score0-100,thinking=off
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,overall,quality,81.3,score0-100,thinking=off
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,overall,calibration,79.7,score0-100,thinking=off
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,overall,reliability,90.5,score0-100,thinking=off
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,overall,efficiency,100.0,score0-100,thinking=off
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,overall,responsiveness,76.5,score0-100,thinking=off
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,overall,median_latency,6.13,s,
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,overall,total_output_tokens,90729,tok,76 scenarios
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,robustness,domain_quality,100.0,score0-100,calibration n=4
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,robustness,domain_reliability,100.0,score0-100,calibration
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,safety,domain_quality,79.7,score0-100,calibration n=11
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,safety,domain_reliability,98.5,score0-100,calibration
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,agentic,domain_quality,72.9,score0-100,capability n=12
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,agentic,domain_reliability,74.7,score0-100,capability
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,classification,domain_quality,100.0,score0-100,capability n=1
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,classification,domain_reliability,100.0,score0-100,capability
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,code,domain_quality,87.2,score0-100,capability n=14
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,code,domain_reliability,85.7,score0-100,capability
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,composition,domain_quality,100.0,score0-100,capability n=2
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,composition,domain_reliability,100.0,score0-100,capability
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,instruction,domain_quality,84.6,score0-100,capability n=9
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,instruction,domain_reliability,94.4,score0-100,capability
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,long_context,domain_quality,25.1,score0-100,capability n=2
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,long_context,domain_reliability,97.7,score0-100,capability
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,planning,domain_quality,84.1,score0-100,capability n=5
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,planning,domain_reliability,95.0,score0-100,capability
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,structured,domain_quality,100.0,score0-100,capability n=5
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,structured,domain_reliability,100.0,score0-100,capability
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,tool_use,domain_quality,78.4,score0-100,capability n=6
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,tool_use,domain_reliability,100.0,score0-100,capability
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,visual,domain_quality,69.8,score0-100,capability n=5
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,visual,domain_reliability,86.7,score0-100,capability
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,AG-01,score,0.667,frac,"agentic:agentic 6/6: stateful exact_events=pass, exact_e"
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,AG-01,output_tokens,1042,tok,agentic
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,AG-02,score,0.5,frac,"agentic:agentic 6/6: stateful exact_events=pass, exact_e"
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,AG-02,output_tokens,1777,tok,agentic
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,AG-03,score,0.9,frac,"agentic:agentic 6/6: ✓ boston weather checked, ✓ calenda"
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,AG-03,output_tokens,4127,tok,agentic
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,IF-01,score,1.0,frac,instruction:exact match
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,IF-01,output_tokens,6,tok,instruction
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,AG-04,score,1.0,frac,"agentic:agentic 7/7: ✓ calendar checked, ✓ postmortem ev"
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,AG-04,output_tokens,4809,tok,agentic
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,IF-03,score,0.7,frac,"instruction:4 words, wanted 5"
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,IF-03,output_tokens,11,tok,instruction
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,IF-04,score,0.5,frac,instruction:5 occurrences of 'e'
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,IF-04,output_tokens,18,tok,instruction
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,AG-05,score,1.0,frac,"agentic:agentic 6/6: ✓ 3 weather checks, ✓ calendar chec"
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,AG-05,output_tokens,2700,tok,agentic
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,AG-06,score,0.343,frac,"agentic:agentic 3/7: ✓ denver weather checked, ✓ boulder"
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,AG-06,output_tokens,1386,tok,agentic
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,SO-02,score,1.0,frac,"structured:top-keys=pass, version=pass, event-count-order=p"
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,SO-02,output_tokens,290,tok,structured
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,LC-03,score,0.253,frac,long_context:LC-03 strict_success=false; 18/32 fields; failed
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,LC-03,output_tokens,1008,tok,long_context
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,CODE-01,score,0.9,frac,"code:4/5 tests: t1:pass, t2:pass, t3:pass, t4:pass, t"
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,CODE-01,output_tokens,1193,tok,code
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,CODE-02,score,1.0,frac,code:5/5 complete SQL datasets: db1:1/1 checks passed
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,CODE-02,output_tokens,403,tok,code
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,CODE-03,score,0.75,frac,code:3/4 tests: t1:error('int' object is not callable
Bonsai2-27B-Ternary-PQ2_0-Mac-20260917-20260917-182721,2026-09-17T19:25:08,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-Mac-20260917,http://localhost:8091/v1,Mac-Studio-M3U-llama.cpp-prism-Metal,1,,,none,CODE-03,output_tokens,364,tok,code
