run_id,timestamp,tier,model,label,endpoint,topology,parallelism,context,batch,spec_decode,workload,metric,value,unit,notes
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,provenance,pass_at_k,82.9,percent,
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,provenance,reliability_gap,7.9,percent,
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,provenance,score_stddev,0.28,frac,
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,provenance,mean_scenario_stddev,0.041,frac,
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,overall,truescore,81.2,score0-100,thinking=off
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,overall,capability_score,76.6,score0-100,thinking=off
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,overall,operational_score,63.1,score0-100,thinking=off
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,overall,quality,76.6,score0-100,thinking=off
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,overall,calibration,88.9,score0-100,thinking=off
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,overall,reliability,91.4,score0-100,thinking=off
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,overall,efficiency,100.0,score0-100,thinking=off
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,overall,responsiveness,47.4,score0-100,thinking=off
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,overall,median_latency,22.24,s,
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,overall,total_output_tokens,90366,tok,76 scenarios
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,robustness,domain_quality,100.0,score0-100,calibration n=4
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,robustness,domain_reliability,100.0,score0-100,calibration
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,safety,domain_quality,88.9,score0-100,calibration n=11
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,safety,domain_reliability,98.6,score0-100,calibration
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,agentic,domain_quality,56.5,score0-100,capability n=12
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,agentic,domain_reliability,82.5,score0-100,capability
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,classification,domain_quality,100.0,score0-100,capability n=1
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,classification,domain_reliability,100.0,score0-100,capability
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,code,domain_quality,82.8,score0-100,capability n=14
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,code,domain_reliability,83.9,score0-100,capability
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,composition,domain_quality,100.0,score0-100,capability n=2
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,composition,domain_reliability,100.0,score0-100,capability
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,instruction,domain_quality,87.0,score0-100,capability n=9
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,instruction,domain_reliability,100.0,score0-100,capability
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,long_context,domain_quality,46.9,score0-100,capability n=2
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,long_context,domain_reliability,61.0,score0-100,capability
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,planning,domain_quality,81.7,score0-100,capability n=5
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,planning,domain_reliability,100.0,score0-100,capability
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,structured,domain_quality,100.0,score0-100,capability n=5
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,structured,domain_reliability,100.0,score0-100,capability
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,tool_use,domain_quality,77.0,score0-100,capability n=6
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,tool_use,domain_reliability,97.5,score0-100,capability
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,visual,domain_quality,74.1,score0-100,capability n=5
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,visual,domain_reliability,85.3,score0-100,capability
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,AG-01,score,0.0,frac,agentic:stateful agent did not produce a clean final sto
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,AG-01,output_tokens,2747,tok,agentic
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,AG-02,score,0.0,frac,agentic:stateful agent did not produce a clean final sto
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,AG-02,output_tokens,1789,tok,agentic
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,AG-03,score,1.0,frac,"agentic:agentic 6/6: ✓ boston weather checked, ✓ calenda"
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,AG-03,output_tokens,3095,tok,agentic
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,IF-01,score,1.0,frac,instruction:exact match
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,IF-01,output_tokens,6,tok,instruction
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,AG-04,score,0.614,frac,"agentic:agentic 7/7: ✓ calendar checked, ✓ postmortem ev"
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,AG-04,output_tokens,2530,tok,agentic
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,IF-03,score,0.8,frac,"instruction:4 words, wanted 5"
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,IF-03,output_tokens,12,tok,instruction
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,IF-04,score,0.5,frac,instruction:5 occurrences of 'e'
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,IF-04,output_tokens,18,tok,instruction
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,AG-05,score,0.833,frac,"agentic:agentic 6/6: ✓ 3 weather checks, ✓ calendar chec"
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,AG-05,output_tokens,3428,tok,agentic
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,AG-06,score,0.343,frac,"agentic:agentic 3/7: ✓ denver weather checked, ✓ boulder"
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,AG-06,output_tokens,1528,tok,agentic
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,SO-02,score,1.0,frac,"structured:top-keys=pass, version=pass, event-count-order=p"
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,SO-02,output_tokens,292,tok,structured
Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917-20260917-192616,2026-09-17T22:27:46,eval,Ternary-Bonsai-2-27B,Bonsai2-27B-Ternary-PQ2_0-MacMini-M4-24GB-20260917,http://localhost:8092/v1,Mac-mini-M4-24GB-llama.cpp-prism-Metal,1,,,none,LC-03,score,0.245,frac,long_context:LC-03 strict_success=false; 17/32 fields; failed
